transaction_id,customer_id,purchase_time,total_price
661d32a3-6aa1-4818-af8c-d657730452ba,0154,2022-01-01 23:58:25,89.61000000000001
5cc2b83f-a86f-4393-a637-a554a38187ba,0383,2022-01-01 06:30:38,125.56000000000004
4e16dbbc-3ca3-4e42-bd28-35dcfc98cfe5,0068,2022-01-01 12:16:02,93.79000000000002
4a767f25-f5f8-4803-8fa0-c6e58529a84f,0878,2022-01-01 11:56:38,55.64
3a5b8a4b-74b7-4f0f-923f-392dbf28d569,0884,2022-01-01 22:49:29,121.79000000000002
ca2bc788-69bb-43cb-895d-d9786c45efd3,0214,2022-01-01 14:47:00,75.55000000000001
342483e6-fb12-4d39-8b68-e6d5e405def6,0655,2022-01-01 20:53:22,80.52000000000001
6c51825e-1ffb-4f30-be72-5a35bc99fe32,0376,2022-01-01 09:49:36,149.88
0b84404b-3043-4b30-a88f-3227f0b6f8c4,0744,2022-01-01 16:45:55,61.26999999999999
75227b9a-a9a8-40ac-a187-8a1861c224b5,0213,2022-01-01 18:32:01,60.82000000000001
e40391ec-ecf0-474b-bc50-a0050b97e01a,0079,2022-01-01 02:03:57,58.52
2bb2efbe-d50a-4b3d-8aad-d0c1b82b01f5,0726,2022-01-01 15:17:00,127.96000000000002
df01a76d-4d1c-45b8-8f7a-2037ae534db8,0628,2022-01-01 04:40:19,96.86000000000001
40a07fbe-2c67-49d2-b973-e3361b2b6f5d,0604,2022-01-01 00:41:59,76.63000000000001
7c7807de-4411-4ebe-a502-e6a165bc8451,0782,2022-01-01 03:16:26,116.00000000000001
54067b67-76c5-4061-8d05-209526ce39bd,0923,2022-01-01 15:54:56,86.57000000000001
f313a838-a82a-46bf-bdd9-22efd984ea5a,0381,2022-01-01 21:18:37,77.23000000000002
95813901-d546-4ea0-b6c4-c7397c6417f1,0680,2022-01-01 03:25:51,74.04000000000002
4bcd8cba-ba5e-4078-b914-bccfffc5fc03,0058,2022-01-01 20:34:05,93.52000000000002
43a3fabd-83dc-482e-b3ad-0a98548a9755,0796,2022-01-01 08:32:21,19.619999999999997
d387cca0-7c1d-49b9-9b31-e4aaf570327c,0026,2022-01-01 12:55:13,120.45000000000002
cc838029-9c28-48bc-8cab-48f9a05599e3,0881,2022-01-01 06:51:15,89.04
7f8d18ba-afdb-41a2-b277-6b3ccbbcc6a4,0447,2022-01-01 10:39:36,89.77000000000002
69130366-0b75-4d7b-ad30-30986280f539,0066,2022-01-01 22:59:06,95.72000000000001
2b1c60d8-2a17-4aa8-91ad-7f1dbaf3743e,0921,2022-01-01 19:29:08,107.56
8323d09d-c2c2-43a1-bcd0-114bc5551821,0760,2022-01-01 12:37:27,118.29000000000002
76e52a84-f4c8-4af7-96b2-d4d1b15ac79f,0254,2022-01-01 23:17:22,46.53
6810b042-9d18-4ca1-824c-91db67b9def5,0899,2022-01-01 02:27:28,94.28000000000002
faf9e7e0-a3e6-4b04-9102-661bf1e88a2e,0968,2022-01-01 22:25:36,99.69000000000001
1e1226df-8069-424a-8c63-5a978f44cebb,0044,2022-01-01 17:04:13,97.41000000000001
bd0b214b-6750-40fa-8025-a16a5de91003,0097,2022-01-01 15:25:59,68.89000000000001
4f79fb7e-dfc2-4c60-b652-b3cdec8e484e,0554,2022-01-01 11:36:01,149.03
01518819-7eee-427c-ba44-084899454a7d,0227,2022-01-01 06:14:37,9.219999999999999
f0f781f5-fc29-439e-9cda-06e1961a147e,0774,2022-01-01 19:21:42,98.43000000000002
7f897499-3b5c-4b6d-a7b9-27defda6164c,0679,2022-01-01 19:03:19,139.81
54c402cd-bff4-469d-b43a-c90e641aedb6,0436,2022-01-01 11:28:34,55.38999999999999
78932530-06a4-4285-8b9a-e4d03b98998e,0791,2022-01-01 14:34:04,79.87000000000002
31c6d272-f289-4c08-95d5-dbe9ab0d31c7,0601,2022-01-01 19:35:25,66.48
3e40bf8d-a898-4df6-b129-9b78f51f74a1,0379,2022-01-01 00:58:29,71.01000000000002
6c4b002b-9f51-4514-8dbe-e5d73979e358,0178,2022-01-01 00:51:02,73.89000000000001
8387947e-e224-4fa7-b7a8-800ebf56f132,0427,2022-01-01 03:06:53,87.75000000000001
e5ce7460-c60a-4ffc-b548-3b6187d95d2d,0915,2022-01-01 14:58:32,85.79000000000002
4d0c170d-b2a8-40f5-b962-c79814e3dd9e,0709,2022-01-01 15:17:35,138.35
9ae3d380-5241-4a6a-86c8-1f128f0ce2dc,0307,2022-01-01 13:44:42,91.13000000000001
fea05b30-093e-482a-8e3a-6857d2070760,0779,2022-01-01 20:44:32,59.55
dcb0c2a9-4eb7-4fb0-80e8-c6eb2a25c954,0504,2022-01-01 23:49:37,75.66000000000001
71968e1f-94df-4db0-8037-dee69681c628,0268,2022-01-01 20:18:07,81.15000000000002
5d541631-a0c3-4c98-adee-463dd0d1a383,0586,2022-01-01 10:08:02,46.99
300d55d0-e064-41b0-8dac-4c394961e331,0008,2022-01-01 02:29:43,129.54
5a2fbbe4-b5ed-4e3d-aabd-ac85ecbcaafb,0920,2022-01-01 09:41:18,86.25999999999999
250e0b1a-ebd5-4d8d-b3f8-db160c466ef2,0508,2022-01-01 11:50:50,149.03999999999996
8b064c61-e98a-48e2-b866-a3e014853e17,0627,2022-01-02 23:06:15,85.29
72eb3221-32b4-4682-82e5-023ded72b589,0908,2022-01-02 02:10:47,47.31
61f919d6-3774-4c2b-b890-aa50834b4673,0210,2022-01-02 10:42:08,110.47000000000001
946911da-b022-4fb5-9c1c-510b4ce12563,0188,2022-01-02 19:30:17,63.32
907900dc-c68d-403a-a996-c78ae2fe2d41,0458,2022-01-02 15:20:10,96.51
6b8cafd6-2d91-4f9c-8046-b9a9ffd28061,0231,2022-01-02 15:49:16,58.58
fbf73777-b35b-4f40-8d63-344827c48bc5,0576,2022-01-02 00:47:01,58.2
93e85267-35d8-4467-91e1-cdb6872faade,0971,2022-01-02 19:10:13,96.73
acc08fdc-0a7d-42a4-a54f-048540f85bfe,0519,2022-01-02 23:28:31,139.52999999999997
802ad0a8-1232-407e-b0ef-ae936109dca5,0409,2022-01-02 15:55:51,102.31000000000002
f62729b5-1f5c-4c22-98f1-a3a7dbf2b4ac,0303,2022-01-02 12:15:58,84.49000000000002
4933e75e-bcec-4c3e-ae37-1e6391a60a9e,0710,2022-01-02 16:17:26,92.56
d65da113-afda-4909-8e96-978d020842f3,0051,2022-01-02 04:07:30,72.57000000000001
0a7e641b-66ca-4118-81d8-519b78fc00dc,0181,2022-01-02 05:08:24,105.28000000000002
ff734bdb-cdbb-4692-a1f6-11ab5218a90d,0908,2022-01-02 20:01:36,41.81
4f7f5376-a2f9-40b4-81b2-52aeb0cad239,0404,2022-01-02 04:55:11,95.96000000000002
