transaction_id,customer_id,purchase_time,total_price
1913e8ca-3b65-40ee-9f04-f691fd980427,0726,2022-01-01 20:48:14,107.03000000000002
164ce799-9b4d-4f95-8502-921d26c3986e,0501,2022-01-01 19:08:34,67.32000000000001
dbfff68b-ee18-48dc-8e18-d890612d3ac0,0117,2022-01-01 21:22:23,60.24
cdbc368f-7e79-4853-b981-2bdc506c0bca,0386,2022-01-01 17:03:02,75.03000000000002
eebd6c1e-a5f2-47f4-8ea9-f802a7909034,0344,2022-01-01 21:18:18,76.65000000000002
9cd0f3fb-5eb6-491a-9816-14a997b97cf2,0584,2022-01-01 09:55:22,78.71000000000001
c5e38241-7e84-4460-8fb9-0dc789988cbe,0395,2022-01-01 23:23:45,57.24000000000001
becd0422-ce1b-44a4-a024-feebcc7616e1,0064,2022-01-01 21:01:13,88.27
f97e01c6-0edf-49e4-a30a-374e7fc003d6,0717,2022-01-01 02:10:04,131.78
e58d031a-7385-4d12-bc99-ef7edf60eed0,0721,2022-01-01 06:03:23,65.5
26e10f5b-2ac1-4a17-8d2a-83c755597df8,0072,2022-01-01 02:42:10,87.76000000000002
47c870a2-4a11-448c-99c9-081904f8dfac,0789,2022-01-01 17:35:05,89.35000000000001
14e9fb73-25f1-41a6-944b-e8a267a5481f,0274,2022-01-01 10:29:56,20.09
1de98e86-5382-4fba-a72b-decc5b4a2ba9,0990,2022-01-01 23:45:33,132.16999999999996
b078b1ee-23d1-45d1-b229-6a221ef7e217,0320,2022-01-01 23:46:41,115.25000000000001
19c904f3-7706-49e2-a314-69cbe781fe5c,0338,2022-01-01 14:59:45,39.28
3c58649f-4e42-4561-b371-857fc82a0ded,0366,2022-01-01 22:42:15,85.27000000000002
be5c15d5-e0ba-4980-abe8-78b4da48c2b3,0495,2022-01-01 08:33:16,87.57000000000001
036134b3-d742-44d6-bf33-6e50f29543af,0607,2022-01-01 08:16:15,79.42000000000002
04d339b6-059e-4196-aec4-f887f4cc5cf9,0166,2022-01-01 03:27:27,62.75
065c9796-8723-4b72-a9b0-209cd445aee3,0544,2022-01-01 05:57:12,96.66000000000004
d0390d9d-6747-4867-b043-d8bc0df06e8d,0011,2022-01-01 10:48:56,97.81
1074faff-47f5-4a75-9904-7615c9220703,0301,2022-01-01 19:02:01,93.4
eeb57b19-b07e-4c53-9d2c-69cecb195e2e,0729,2022-01-01 03:19:20,89.35999999999999
5d537b51-bfaa-4770-bec7-eefb7ce597dc,0801,2022-01-01 11:17:33,60.46
bdf17f5d-59d5-44fc-91b8-181113308c9e,0102,2022-01-01 01:31:37,53.99
a34bc233-993a-4ed0-9871-c1cafc773140,0425,2022-01-01 03:18:52,109.45000000000003
26605585-a71d-45e5-a442-7416a614e5a0,0392,2022-01-01 04:11:02,96.5
7f7e0ef7-9ae8-4996-9a2f-2075457da02e,0779,2022-01-01 09:39:54,53.28
31d9b733-cd62-48d2-b211-7be81da82a9c,0214,2022-01-01 14:32:21,62.2
81958220-edfb-4a38-8422-cb3bd1ce4dcb,0691,2022-01-01 11:34:54,70.89000000000001
e6f3c516-7eaf-4f24-b636-77ee48c51894,0088,2022-01-01 18:18:02,144.1
f0d01f25-0dbb-43b1-a257-514657762d8e,0553,2022-01-01 07:05:41,83.82000000000002
0eb9fbe4-8256-45ef-a7db-f9b697742117,0401,2022-01-01 08:09:23,12.870000000000001
f0bac5c1-6a22-41c0-972e-e976ef22dfcc,0588,2022-01-01 22:31:04,72.78000000000002
9e58dd11-20ef-4804-9457-ea130b40ac05,0889,2022-01-01 21:43:22,90.51000000000003
a5fa0bd7-1420-43d3-a2de-5519400e250c,0046,2022-01-01 08:38:30,93.36000000000001
