transaction_id,product_id,product_price,product_sale,product_display
6f0c9376-e35d-4223-a09f-c966b66300e4,100,11.95,False,False
6f0c9376-e35d-4223-a09f-c966b66300e4,005,32.42,False,False
6f0c9376-e35d-4223-a09f-c966b66300e4,051,2.34,False,False
6f0c9376-e35d-4223-a09f-c966b66300e4,053,1.37,False,False
6f0c9376-e35d-4223-a09f-c966b66300e4,076,0.09,True,False
6f0c9376-e35d-4223-a09f-c966b66300e4,056,1.87,False,False
6f0c9376-e35d-4223-a09f-c966b66300e4,071,0.04,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,094,7.79,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,078,16.57,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,056,1.87,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,016,7.14,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,025,14.66,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,055,53.0,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,065,14.53,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,071,0.04,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,045,1.58,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,084,3.6,False,False
18fc14f5-7ed3-4224-9626-36f803bb7df1,076,0.09,True,False
c7fd86d3-7037-4504-a775-736d7e6afd47,018,28.88,False,False
c7fd86d3-7037-4504-a775-736d7e6afd47,076,0.09,True,False
c7fd86d3-7037-4504-a775-736d7e6afd47,061,47.1,False,False
c7fd86d3-7037-4504-a775-736d7e6afd47,001,7.25,False,False
c7fd86d3-7037-4504-a775-736d7e6afd47,038,4.25,False,False
c7fd86d3-7037-4504-a775-736d7e6afd47,096,5.52,False,False
c7fd86d3-7037-4504-a775-736d7e6afd47,026,2.52,False,False
c7fd86d3-7037-4504-a775-736d7e6afd47,071,0.04,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,019,9.16,True,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,001,7.25,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,090,35.7,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,034,17.02,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,091,25.29,True,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,053,1.37,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,043,6.08,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,076,0.09,True,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,071,0.04,False,False
58cd9a63-75a2-4e69-9c23-5f5dce05d6ac,051,2.34,False,False
88d18687-1242-45db-a8be-d65ea4d85333,042,49.03,False,False
88d18687-1242-45db-a8be-d65ea4d85333,035,29.36,True,False
88d18687-1242-45db-a8be-d65ea4d85333,058,5.38,False,False
88d18687-1242-45db-a8be-d65ea4d85333,005,32.42,False,False
88d18687-1242-45db-a8be-d65ea4d85333,076,0.09,True,False
88d18687-1242-45db-a8be-d65ea4d85333,071,0.04,False,False
7e8f9f6c-7290-48aa-98fe-f076a33b8c7a,060,10.25,False,False
7e8f9f6c-7290-48aa-98fe-f076a33b8c7a,042,49.03,False,False
7e8f9f6c-7290-48aa-98fe-f076a33b8c7a,079,6.73,False,False
7e8f9f6c-7290-48aa-98fe-f076a33b8c7a,045,1.58,False,False
7e8f9f6c-7290-48aa-98fe-f076a33b8c7a,071,0.04,False,False
7e8f9f6c-7290-48aa-98fe-f076a33b8c7a,076,0.09,True,False
965bddb1-e3a9-476c-8f8f-fa634878701d,083,36.32,False,True
965bddb1-e3a9-476c-8f8f-fa634878701d,021,9.64,True,False
965bddb1-e3a9-476c-8f8f-fa634878701d,024,20.34,False,False
965bddb1-e3a9-476c-8f8f-fa634878701d,043,6.08,False,False
965bddb1-e3a9-476c-8f8f-fa634878701d,026,2.52,False,False
965bddb1-e3a9-476c-8f8f-fa634878701d,076,0.09,True,False
965bddb1-e3a9-476c-8f8f-fa634878701d,071,0.04,False,False
1f5fd2cb-3d72-4660-9d4a-a637aa0725eb,068,33.13,True,False
1f5fd2cb-3d72-4660-9d4a-a637aa0725eb,038,4.25,False,False
1f5fd2cb-3d72-4660-9d4a-a637aa0725eb,099,22.02,False,False
