transaction_id,product_id,product_price,product_sale,product_display
e7d4287b-cd24-4c72-acb0-793bf001cd7f,087,51.33,False,False
e7d4287b-cd24-4c72-acb0-793bf001cd7f,001,7.25,False,False
e7d4287b-cd24-4c72-acb0-793bf001cd7f,012,55.24,False,False
e7d4287b-cd24-4c72-acb0-793bf001cd7f,076,0.09,True,False
4cc9c0ea-8543-444f-91f2-52e2f7b2821e,055,53.0,False,False
4cc9c0ea-8543-444f-91f2-52e2f7b2821e,069,5.43,False,False
4cc9c0ea-8543-444f-91f2-52e2f7b2821e,081,17.19,False,False
4cc9c0ea-8543-444f-91f2-52e2f7b2821e,045,1.58,False,False
4cc9c0ea-8543-444f-91f2-52e2f7b2821e,071,0.04,False,False
4cc9c0ea-8543-444f-91f2-52e2f7b2821e,076,0.09,True,False
53a6725c-2c02-4a63-b8f1-75a7e6bdfefc,040,8.05,False,False
53a6725c-2c02-4a63-b8f1-75a7e6bdfefc,036,33.45,False,False
53a6725c-2c02-4a63-b8f1-75a7e6bdfefc,008,44.54,False,False
53a6725c-2c02-4a63-b8f1-75a7e6bdfefc,079,6.73,False,False
53a6725c-2c02-4a63-b8f1-75a7e6bdfefc,071,0.04,False,False
53a6725c-2c02-4a63-b8f1-75a7e6bdfefc,076,0.09,True,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,053,1.37,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,008,44.54,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,081,17.19,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,038,4.25,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,026,2.52,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,071,0.04,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,045,1.58,False,False
b5a20d4b-448c-4a80-9cea-aef542dbfe0f,076,0.09,True,False
e48bbc24-0565-4ae6-837b-8b03af432081,065,14.53,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,081,17.19,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,085,29.73,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,010,2.98,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,092,4.63,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,014,5.34,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,071,0.04,False,False
e48bbc24-0565-4ae6-837b-8b03af432081,076,0.09,True,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,094,7.79,False,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,052,24.49,False,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,076,0.09,True,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,088,10.48,False,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,079,6.73,False,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,084,3.6,False,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,095,7.96,False,False
3c4ca3f3-abb8-4968-95be-6b8f7136e17a,071,0.04,False,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,038,4.25,False,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,076,0.09,True,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,046,21.19,False,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,029,8.45,True,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,015,63.41,False,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,082,13.96,False,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,001,7.25,False,False
7de439e5-89db-497f-89e1-0fa0c82a8d5a,094,7.79,False,False
