transaction_id,customer_id,purchase_time,total_price
c997f684-9b9d-428b-903a-5002d66a8ee9,0099,2022-01-01 00:09:17,77.89000000000001
1cda1742-1a06-4dce-8460-af8bf29c1780,0067,2022-01-01 23:19:59,85.99000000000001
ae8cd795-c6ed-4685-9d00-9912eadb281e,0038,2022-01-01 16:16:31,106.12000000000002
3f23b422-cdaf-4223-afb7-b5c8589f3855,0023,2022-01-01 15:10:13,60.690000000000005
78d54a55-cb60-4627-9020-7036e577eaf1,0071,2022-01-01 10:30:56,88.97
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,0048,2022-01-01 07:37:55,83.37000000000002
d48db895-6431-46a7-afd9-df8b273c3b00,0056,2022-01-01 13:51:15,94.95000000000002
f5361510-01dd-4c8c-afb6-daeeda5a03e4,0035,2022-01-01 05:29:34,58.62
9c11e924-025b-4e65-a811-1985ec83bb8c,0051,2022-01-01 16:38:01,78.62
a68c4d8b-491c-49dd-8c15-59da9b419fb0,0089,2022-01-01 17:45:15,54.17
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,0050,2022-01-01 12:36:15,114.55000000000003
ab593e5d-aaa9-47e4-bd94-03bcb8b5a141,0063,2022-01-01 21:03:00,85.14000000000001
1c60ef2b-a07d-4e2c-9eef-1027b9a3ceb2,0027,2022-01-01 22:28:28,91.64
a3061fa1-ea09-488a-a167-5dcb2649b394,0021,2022-01-01 07:45:46,69.13000000000002
13936978-4781-4793-a35a-cc09fc8ec7e9,0070,2022-01-01 10:05:17,97.88000000000001
ec8d2a30-4670-49a2-9947-026265def913,0073,2022-01-01 13:14:16,137.87
4db34042-1b4b-4105-bf48-ed35f72febfc,0003,2022-01-01 10:43:48,101.91000000000001
93444797-1d58-47dd-ad78-88d0e97f9ecc,0064,2022-01-01 15:53:30,87.34
3e266628-0342-4a8b-9b56-b04c177bdfc9,0096,2022-01-01 03:04:36,140.23000000000002
47b76c42-b52e-4b51-8f11-87b8444b1a18,0092,2022-01-01 13:43:17,137.6
b3008636-1cb8-4628-a533-8fe2155c2985,0068,2022-01-01 00:38:52,75.29000000000002
caf7824a-43c2-4ac2-96d6-4bca420d017f,0015,2022-01-01 00:11:04,61.910000000000004
195008c6-5eff-4567-88b6-a6c2e34c2fa2,0025,2022-01-01 16:39:09,89.17
9485d290-b79e-4865-b446-2a2b63c44fcf,0057,2022-01-01 07:24:38,50.35
6443e333-cdc3-4513-99e5-f8dd29207cb0,0011,2022-01-01 21:06:13,46.779999999999994
a5dba40e-4635-4379-bcf6-3ec536059a2c,0040,2022-01-01 16:23:29,80.57000000000001
f5aebceb-645f-460c-ba55-6dc2a7384f27,0030,2022-01-01 05:35:38,32.45
157fa431-cb90-4563-80c7-5e19a7e12e2f,0044,2022-01-01 14:45:21,88.52000000000001
559a595b-ebdd-4855-aafa-c7fb038d0882,0080,2022-01-02 09:24:41,49.72
8ab00764-24be-47ef-9f91-db0e10d0bc9c,0013,2022-01-02 05:57:14,66.19000000000001
d9f851c2-8895-4714-b03d-5863e63b1772,0087,2022-01-02 14:53:05,138.98999999999998
6c9a6cad-8e1b-4342-a9bf-f72b810c3eb7,0021,2022-01-02 07:24:27,96.13000000000001
7a83d2a2-5d9a-4609-a038-c613f4e204b8,0062,2022-01-02 05:31:49,62.36
55c041f2-063b-492e-9878-966a7b850ab4,0084,2022-01-02 04:01:38,72.66000000000001
624fa49d-0780-478f-921f-47f3ee33b927,0029,2022-01-02 06:26:15,94.51000000000002
b2deddb2-efe1-4763-ac30-b8464880023d,0093,2022-01-02 11:14:44,76.29
042dc110-7fac-4921-b822-f6f11fd3332b,0050,2022-01-02 07:44:26,120.97
e2805bb8-802b-4b0c-8f2b-3df9e56d92ef,0047,2022-01-02 00:38:27,93.11000000000003
2b5d26bb-0eaf-4876-a513-fddcffeb129c,0038,2022-01-02 05:10:54,110.08999999999999
e2a830ae-820c-4ecf-ac60-84908dad5865,0070,2022-01-02 08:11:55,91.92000000000002
3d5cf5eb-ca2a-476d-b7ff-d00f3643ef4a,0093,2022-01-02 13:10:17,79.05000000000001
3b205b33-3be7-49b6-a90d-10b6edeb04f5,0086,2022-01-02 16:32:28,115.52
6c6416eb-dd9e-4a54-8819-9a1ce0a9e86d,0076,2022-01-02 01:39:50,78.24000000000001
f8422f84-e3c3-4d8a-afc0-264948d27bf6,0073,2022-01-02 19:27:59,102.15000000000002
6f3f353e-3808-40be-9edd-e05b1577e271,0004,2022-01-02 08:38:56,89.64000000000001
