transaction_id,product_id,product_price,product_sale,product_display
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,283,20.09,False,True
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,053,1.37,False,False
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,144,3.88,False,False
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,208,0.37,False,False
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,045,1.58,False,False
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,076,0.09,True,False
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,071,0.04,False,False
5fcaf91a-3cfe-43b4-b31b-40ea6e34edac,213,0.56,True,False
0416a157-a199-490e-815f-e7317f5731ae,045,1.58,False,False
0416a157-a199-490e-815f-e7317f5731ae,054,39.41,False,False
0416a157-a199-490e-815f-e7317f5731ae,064,18.57,True,False
0416a157-a199-490e-815f-e7317f5731ae,030,6.35,False,False
0416a157-a199-490e-815f-e7317f5731ae,053,1.37,False,False
0416a157-a199-490e-815f-e7317f5731ae,071,0.04,False,False
e04ce709-6012-4a08-af91-f4fa6946b0f3,067,28.35,True,False
e04ce709-6012-4a08-af91-f4fa6946b0f3,282,12.47,True,True
e04ce709-6012-4a08-af91-f4fa6946b0f3,174,8.16,False,False
e04ce709-6012-4a08-af91-f4fa6946b0f3,021,9.64,True,False
e04ce709-6012-4a08-af91-f4fa6946b0f3,071,0.04,False,False
e04ce709-6012-4a08-af91-f4fa6946b0f3,045,1.58,False,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,021,9.64,True,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,019,9.16,True,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,264,9.91,True,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,159,6.91,False,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,112,5.78,False,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,209,2.79,True,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,157,6.42,False,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,059,23.36,True,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,208,0.37,False,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,076,0.09,True,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,071,0.04,False,False
ea186f6d-c18c-4b5c-8226-90fcd8b98043,213,0.56,True,False
ec87ff1b-ab16-4bcb-b056-93351229cf5f,220,6.21,False,False
