transaction_id,product_id,product_price,product_sale,product_display
c997f684-9b9d-428b-903a-5002d66a8ee9,017,6.16,False,False
c997f684-9b9d-428b-903a-5002d66a8ee9,003,35.79,True,False
c997f684-9b9d-428b-903a-5002d66a8ee9,084,3.6,False,False
c997f684-9b9d-428b-903a-5002d66a8ee9,091,25.29,True,False
c997f684-9b9d-428b-903a-5002d66a8ee9,014,5.34,False,False
c997f684-9b9d-428b-903a-5002d66a8ee9,045,1.58,False,False
c997f684-9b9d-428b-903a-5002d66a8ee9,076,0.09,True,False
c997f684-9b9d-428b-903a-5002d66a8ee9,071,0.04,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,034,17.02,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,089,41.1,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,038,4.25,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,094,7.79,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,048,4.68,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,096,5.52,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,010,2.98,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,026,2.52,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,071,0.04,False,False
1cda1742-1a06-4dce-8460-af8bf29c1780,076,0.09,True,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,046,21.19,False,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,040,8.05,False,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,083,36.32,False,True
ae8cd795-c6ed-4685-9d00-9912eadb281e,070,7.72,False,True
ae8cd795-c6ed-4685-9d00-9912eadb281e,100,11.95,False,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,076,0.09,True,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,060,10.25,False,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,053,1.37,False,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,077,4.51,True,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,092,4.63,False,False
ae8cd795-c6ed-4685-9d00-9912eadb281e,071,0.04,False,False
3f23b422-cdaf-4223-afb7-b5c8589f3855,012,55.24,False,False
3f23b422-cdaf-4223-afb7-b5c8589f3855,010,2.98,False,False
3f23b422-cdaf-4223-afb7-b5c8589f3855,051,2.34,False,False
3f23b422-cdaf-4223-afb7-b5c8589f3855,071,0.04,False,False
3f23b422-cdaf-4223-afb7-b5c8589f3855,076,0.09,True,False
78d54a55-cb60-4627-9020-7036e577eaf1,078,16.57,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,019,9.16,True,False
78d54a55-cb60-4627-9020-7036e577eaf1,030,6.35,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,021,9.64,True,False
78d54a55-cb60-4627-9020-7036e577eaf1,046,21.19,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,001,7.25,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,047,6.93,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,038,4.25,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,045,1.58,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,053,1.37,False,False
78d54a55-cb60-4627-9020-7036e577eaf1,048,4.68,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,085,29.73,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,005,32.42,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,016,7.14,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,092,4.63,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,066,6.98,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,051,2.34,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,071,0.04,False,False
f7041cf4-d2ef-46f6-8ad2-49d97dfd495c,076,0.09,True,False
d48db895-6431-46a7-afd9-df8b273c3b00,058,5.38,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,055,53.0,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,001,7.25,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,056,1.87,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,029,8.45,True,False
d48db895-6431-46a7-afd9-df8b273c3b00,019,9.16,True,False
d48db895-6431-46a7-afd9-df8b273c3b00,010,2.98,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,079,6.73,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,071,0.04,False,False
d48db895-6431-46a7-afd9-df8b273c3b00,076,0.09,True,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,069,5.43,False,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,053,1.37,False,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,017,6.16,False,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,054,39.41,False,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,056,1.87,False,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,038,4.25,False,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,076,0.09,True,False
f5361510-01dd-4c8c-afb6-daeeda5a03e4,071,0.04,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,056,1.87,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,082,13.96,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,051,2.34,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,027,25.33,True,False
9c11e924-025b-4e65-a811-1985ec83bb8c,034,17.02,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,070,7.72,False,True
9c11e924-025b-4e65-a811-1985ec83bb8c,060,10.25,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,071,0.04,False,False
9c11e924-025b-4e65-a811-1985ec83bb8c,076,0.09,True,False
a68c4d8b-491c-49dd-8c15-59da9b419fb0,072,24.26,False,False
a68c4d8b-491c-49dd-8c15-59da9b419fb0,084,3.6,False,False
a68c4d8b-491c-49dd-8c15-59da9b419fb0,024,20.34,False,False
a68c4d8b-491c-49dd-8c15-59da9b419fb0,077,4.51,True,False
a68c4d8b-491c-49dd-8c15-59da9b419fb0,076,0.09,True,False
a68c4d8b-491c-49dd-8c15-59da9b419fb0,053,1.37,False,False
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,079,6.73,False,False
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,023,9.25,False,False
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,058,5.38,False,False
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,013,82.15,True,False
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,009,6.56,False,False
7c6ad6b0-026d-4cc5-a5c5-cabe7b5a166d,010,2.98,False,False
